EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,AgeGroup,SalaryRange,PerformanceScore,OverallSatisfaction,TrainingUtilization,TenureCategory,PerformanceCategory,AttritionRisk
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR1615,2017-04-21,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,40-50,Low,3.5,2.6666666666666665,1.0,Mid Career,Exceeds Expectations,2.2
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR2270,2018-04-21,5.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,40-50,Low,3.5,3.0,0.5,Mid Career,Exceeds Expectations,1.5
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR3016,2019-04-21,5.0,2.0,2.0,2.0,0.0,3.0,4.0,4.0,40-50,Low,4.0,3.0,0.0,Mid Career,Exceeds Expectations,1.9
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR3894,2020-04-20,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,40-50,Low,3.0,2.6666666666666665,1.0,Mid Career,Meets Expectations,1.5
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR4886,2021-04-20,1.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,40-50,Low,3.5,2.3333333333333335,0.6666666666666666,Mid Career,Exceeds Expectations,1.7999999999999998
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR5965,2022-04-20,5.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,40-50,Low,3.5,4.333333333333333,1.0,Mid Career,Exceeds Expectations,0.2000000000000001
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black or African American,3,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,3,Bachelors ,PR621,2015-04-22,5.0,4.0,2.0,2.0,0.0,3.0,4.0,3.0,40-50,Low,3.5,3.6666666666666665,0.0,Mid Career,Exceeds Expectations,1.1
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR1355,2016-12-18,4.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,30-40,Low,4.5,2.6666666666666665,1.0,Mid Career,Outstanding,1.6
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR1983,2017-12-18,5.0,4.0,2.0,2.0,0.0,2.0,5.0,4.0,30-40,Low,4.5,3.6666666666666665,0.0,Mid Career,Outstanding,1.3000000000000003
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR2700,2018-12-18,4.0,5.0,2.0,3.0,1.0,4.0,4.0,4.0,30-40,Low,4.0,3.6666666666666665,0.3333333333333333,Mid Career,Exceeds Expectations,0.6000000000000001
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR3529,2019-12-18,3.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,30-40,Low,3.0,3.0,0.3333333333333333,Mid Career,Meets Expectations,1.5
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR4484,2020-12-17,5.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,30-40,Low,4.0,4.0,0.3333333333333333,Mid Career,Exceeds Expectations,1.0
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR5535,2021-12-17,5.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,30-40,Low,3.5,3.0,1.5,Mid Career,Exceeds Expectations,2.1
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR6663,2022-12-17,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,30-40,Low,3.0,2.6666666666666665,0.3333333333333333,Mid Career,Meets Expectations,2.2
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,2,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,2,High School ,PR835,2015-12-19,4.0,3.0,5.0,1.0,1.0,2.0,4.0,3.0,30-40,Low,3.5,4.0,1.0,Mid Career,Exceeds Expectations,1.5000000000000002
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR1075,2016-04-29,4.0,2.0,2.0,1.0,0.0,4.0,5.0,4.0,30-40,Low,4.5,2.6666666666666665,0.0,Mid Career,Outstanding,1.7999999999999998
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR118,2013-04-30,3.0,2.0,2.0,1.0,1.0,5.0,4.0,3.0,30-40,Low,3.5,2.3333333333333335,1.0,Mid Career,Exceeds Expectations,1.6999999999999997
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR1629,2017-04-29,5.0,2.0,5.0,3.0,2.0,2.0,5.0,4.0,30-40,Low,4.5,4.0,0.6666666666666666,Mid Career,Outstanding,1.8
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR2288,2018-04-29,5.0,3.0,4.0,3.0,2.0,2.0,5.0,5.0,30-40,Low,5.0,4.0,0.6666666666666666,Mid Career,Outstanding,1.5000000000000002
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR3040,2019-04-29,3.0,5.0,2.0,1.0,0.0,4.0,5.0,4.0,30-40,Low,4.5,3.3333333333333335,0.0,Mid Career,Outstanding,0.7
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR307,2014-04-30,4.0,3.0,3.0,1.0,0.0,4.0,5.0,4.0,30-40,Low,4.5,3.3333333333333335,0.0,Mid Career,Outstanding,1.3
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR3922,2020-04-28,4.0,3.0,5.0,2.0,3.0,3.0,4.0,4.0,30-40,Low,4.0,4.0,1.5,Mid Career,Exceeds Expectations,1.3
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR4917,2021-04-28,5.0,3.0,5.0,1.0,1.0,4.0,5.0,4.0,30-40,Low,4.5,4.333333333333333,1.0,Mid Career,Outstanding,1.0000000000000002
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR5997,2022-04-28,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,30-40,Low,3.0,3.0,2.0,Mid Career,Meets Expectations,1.8000000000000003
C79A-E5E1,Alvera,Kulver,Female,32,Frequent Traveller,Technology,13,CA,White,1,Computer Science,Data Scientist,Divorced,48835,1,Yes,2012-02-17,Yes,8,5,7,0,1,No Formal Qualifications,PR634,2015-04-30,3.0,5.0,5.0,2.0,1.0,2.0,3.0,2.0,30-40,Low,2.5,4.333333333333333,0.5,Mid Career,Meets Expectations,0.8000000000000002
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR1168,2016-06-21,4.0,3.0,5.0,1.0,2.0,4.0,5.0,4.0,Under 30,Below Average,4.5,4.0,2.0,Mid Career,Outstanding,1.1
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR1735,2017-06-21,3.0,5.0,4.0,2.0,0.0,5.0,5.0,5.0,Under 30,Below Average,5.0,4.0,0.0,Mid Career,Outstanding,0.3
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR2399,2018-06-21,4.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,Under 30,Below Average,4.5,3.6666666666666665,1.0,Mid Career,Outstanding,1.0
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR3172,2019-06-21,5.0,3.0,2.0,3.0,0.0,2.0,5.0,4.0,Under 30,Below Average,4.5,3.3333333333333335,0.0,Mid Career,Outstanding,1.7000000000000002
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR4072,2020-06-20,3.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,Under 30,Below Average,2.5,3.0,0.5,Mid Career,Meets Expectations,1.2
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR5075,2021-06-20,4.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,Under 30,Below Average,5.0,2.6666666666666665,0.3333333333333333,Mid Career,Outstanding,2.0
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR6169,2022-06-20,3.0,5.0,4.0,2.0,1.0,2.0,4.0,4.0,Under 30,Below Average,4.0,4.0,0.5,Mid Career,Exceeds Expectations,0.9000000000000001
5468-EEE1,Forbes,Toretta,Male,28,No Travel ,Technology,44,NY,White,2,Computer Science,Senior Software Engineer,Married,218406,1,No,2012-02-17,No,10,10,10,10,2,High School ,PR706,2015-06-22,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,Under 30,Below Average,3.0,2.6666666666666665,1.0,Mid Career,Meets Expectations,1.5
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR1447,2017-02-01,4.0,5.0,2.0,1.0,3.0,2.0,5.0,4.0,30-40,Low,4.5,3.6666666666666665,3.0,Mid Career,Outstanding,1.0
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR2078,2018-02-01,3.0,4.0,4.0,3.0,0.0,4.0,3.0,2.0,30-40,Low,2.5,3.6666666666666665,0.0,Mid Career,Meets Expectations,0.9
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR2807,2019-02-01,4.0,2.0,4.0,3.0,0.0,2.0,5.0,5.0,30-40,Low,5.0,3.3333333333333335,0.0,Mid Career,Outstanding,2.0
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR3655,2020-02-01,4.0,5.0,5.0,1.0,0.0,2.0,4.0,4.0,30-40,Low,4.0,4.666666666666667,0.0,Mid Career,Exceeds Expectations,0.7
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR4625,2021-01-31,3.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,30-40,Low,2.5,3.6666666666666665,1.0,Mid Career,Meets Expectations,1.6
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR489,2015-02-02,4.0,3.0,3.0,3.0,0.0,4.0,5.0,4.0,30-40,Low,4.5,3.3333333333333335,0.0,Mid Career,Outstanding,1.3
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR5685,2022-01-31,3.0,2.0,2.0,3.0,1.0,3.0,5.0,4.0,30-40,Low,4.5,2.3333333333333335,0.3333333333333333,Mid Career,Outstanding,2.0999999999999996
B50B-5A18,Paulina,Senecaut,Female,40,Frequent Traveller,Technology,27,NY,Black or African American,4,Computer Science,Software Engineer,Divorced,42333,1,No,2012-02-19,No,10,4,5,5,4,Masters ,PR909,2016-02-02,3.0,4.0,5.0,2.0,1.0,4.0,4.0,3.0,30-40,Low,3.5,4.0,0.5,Mid Career,Exceeds Expectations,0.8
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR1091,2016-05-05,3.0,4.0,4.0,1.0,2.0,1.0,5.0,5.0,30-40,Average,5.0,3.6666666666666665,2.0,Mid Career,Outstanding,1.5
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR1646,2017-05-05,3.0,5.0,4.0,3.0,1.0,3.0,3.0,3.0,30-40,Average,3.0,4.0,0.3333333333333333,Mid Career,Meets Expectations,0.7
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR2305,2018-05-05,5.0,3.0,4.0,3.0,1.0,5.0,5.0,5.0,30-40,Average,5.0,4.0,0.3333333333333333,Mid Career,Outstanding,0.8999999999999999
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR3059,2019-05-05,5.0,4.0,2.0,2.0,0.0,5.0,3.0,2.0,30-40,Average,2.5,3.6666666666666665,0.0,Mid Career,Meets Expectations,0.7
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR3943,2020-05-04,4.0,5.0,5.0,2.0,0.0,3.0,4.0,4.0,30-40,Average,4.0,4.666666666666667,0.0,Mid Career,Exceeds Expectations,0.49999999999999994
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR4940,2021-05-04,4.0,4.0,2.0,1.0,0.0,3.0,3.0,3.0,30-40,Average,3.0,3.3333333333333335,0.0,Mid Career,Meets Expectations,1.2
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR6019,2022-05-04,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,30-40,Average,4.0,3.3333333333333335,1.0,Mid Career,Exceeds Expectations,1.5
11AE-3E4D,Sheffie,Tonkin,Male,39,Some Travel,Sales,38,CA,Mixed or multiple ethnic groups,2,Technical Degree,Manager,Married,300299,1,Yes,2012-02-19,No,10,7,7,10,2,High School ,PR648,2015-05-06,3.0,5.0,5.0,3.0,0.0,3.0,4.0,4.0,30-40,Average,4.0,4.333333333333333,0.0,Mid Career,Exceeds Expectations,0.6000000000000001
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR1460,2017-02-05,3.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,30-40,Below Average,3.0,3.0,0.5,Mid Career,Meets Expectations,1.5
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR203,2014-02-06,4.0,5.0,4.0,2.0,0.0,3.0,4.0,3.0,30-40,Below Average,3.5,4.333333333333333,0.0,Mid Career,Exceeds Expectations,0.6000000000000001
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR2093,2018-02-05,3.0,3.0,3.0,2.0,3.0,2.0,5.0,4.0,30-40,Below Average,4.5,3.0,1.5,Mid Career,Outstanding,1.8000000000000003
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR2823,2019-02-05,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,30-40,Below Average,4.0,2.6666666666666665,1.0,Mid Career,Exceeds Expectations,1.7999999999999998
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR3675,2020-02-05,3.0,4.0,2.0,3.0,0.0,2.0,4.0,3.0,30-40,Below Average,3.5,3.0,0.0,Mid Career,Exceeds Expectations,1.5
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR43,2013-02-06,4.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,30-40,Below Average,4.0,4.333333333333333,1.5,Mid Career,Exceeds Expectations,0.8000000000000002
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR4647,2021-02-04,5.0,3.0,4.0,1.0,0.0,2.0,4.0,4.0,30-40,Below Average,4.0,4.0,0.0,Mid Career,Exceeds Expectations,1.5000000000000002
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR499,2015-02-06,5.0,2.0,3.0,1.0,2.0,2.0,4.0,4.0,30-40,Below Average,4.0,3.3333333333333335,2.0,Mid Career,Exceeds Expectations,2.0
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR5709,2022-02-04,3.0,4.0,5.0,2.0,0.0,3.0,3.0,2.0,30-40,Below Average,2.5,4.0,0.0,Mid Career,Meets Expectations,1.0
151D-1FF2,Kai,Lush,Female,34,Frequent Traveller,Sales,15,CA,White,2,Marketing ,Sales Executive,Single,173246,0,Yes,2012-02-20,Yes,9,4,7,7,2,High School ,PR919,2016-02-06,5.0,4.0,3.0,1.0,0.0,3.0,3.0,2.0,30-40,Below Average,2.5,4.0,0.0,Mid Career,Meets Expectations,1.0
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR1155,2016-06-09,5.0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,30-40,Low,2.5,4.666666666666667,0.5,Mid Career,Meets Expectations,0.09999999999999991
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR1717,2017-06-09,5.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,30-40,Low,5.0,3.0,0.3333333333333333,Mid Career,Outstanding,1.5
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR2382,2018-06-09,4.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,30-40,Low,3.0,4.0,0.5,Mid Career,Meets Expectations,0.6
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR3149,2019-06-09,5.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,30-40,Low,3.0,3.3333333333333335,0.3333333333333333,Mid Career,Meets Expectations,1.5999999999999999
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR4044,2020-06-08,4.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,30-40,Low,4.5,3.3333333333333335,1.5,Mid Career,Outstanding,1.0
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR5047,2021-06-08,5.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,30-40,Low,4.0,3.6666666666666665,3.0,Mid Career,Exceeds Expectations,1.9
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR6137,2022-06-08,5.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,30-40,Low,3.5,4.666666666666667,0.5,Mid Career,Exceeds Expectations,0.3999999999999999
D584-4E31,Patrica,Lamyman,Female,35,Some Travel,Human Resources,22,CA,Mixed or multiple ethnic groups,1,Economics,Recruiter,Married,67264,0,No,2012-02-22,No,10,8,8,2,1,No Formal Qualifications,PR695,2015-06-10,4.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,30-40,Low,5.0,4.333333333333333,1.5,Mid Career,Outstanding,0.2000000000000001
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian or Asian American,3,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,3,Bachelors ,PR1189,2016-07-09,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,Under 30,Low,3.0,2.3333333333333335,2.0,Mid Career,Meets Expectations,1.9
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian or Asian American,3,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,3,Bachelors ,PR1760,2017-07-09,5.0,2.0,4.0,3.0,0.0,3.0,3.0,2.0,Under 30,Low,2.5,3.6666666666666665,0.0,Mid Career,Meets Expectations,1.6999999999999997
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian or Asian American,3,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,3,Bachelors ,PR2429,2018-07-09,4.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,Under 30,Low,3.5,4.0,0.5,Mid Career,Exceeds Expectations,1.5000000000000002
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian or Asian American,3,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,3,Bachelors ,PR3211,2019-07-09,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,Under 30,Low,4.0,4.0,0.5,Mid Career,Exceeds Expectations,0.8
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian or Asian American,3,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,3,Bachelors ,PR4116,2020-07-08,4.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,Under 30,Low,3.0,2.6666666666666665,0.0,Mid Career,Meets Expectations,2.0
0FC8-561B,Caryl,Loving,Male,29,Frequent Traveller,Technology,14,IL,Asian or Asian American,3,Computer Science,Senior Software Engineer,Married,93591,1,No,2012-02-22,No,10,4,10,3,3,Bachelors ,PR5125,2021-07-08,4.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,Under 30,Low,3.0,3.6666666666666665,1.0,Mid Career,Meets Expectations,1.6999999999999997
